bank,state,branchname,branchaddress
STANBIC IBTC BANK PLC,LAGOS,LEKKI 1,PALM SHOPPING COMPLEX LEKKI
STANBIC IBTC BANK PLC,LAGOS,LEKKI 2,"KM 18, Lekki - Epe Expressway, Agungi, Lagos"
STANBIC IBTC BANK PLC,LAGOS,LEKKI ADMIRALTY,"1, BABATUNDE MASHA STREET, BY ROAD 10, LEKKI ADMIRALTY WAY,"
STANBIC IBTC BANK PLC,KOGI,LOKOJA,IBB WAY OPP. KOGI STATE NEW SPECIALIST HOSP
STANBIC IBTC BANK PLC,BORNO,MAIDUGURI,9/10 KIRIKASAMA ROAD MAIDUGURI
STANBIC IBTC BANK PLC,FCT ABUJA,MAITAMA,"PLOT 2777,CADASTRAL ZONE A6 P.M.B 337,ABUJA"
STANBIC IBTC BANK PLC,BENUE,MAKURDI,"NO. 5, OGIRI OKO ROAD, MAKURDI"
STANBIC IBTC BANK PLC,NASSA,MARARABA MINI,KWAD SHOPPING COMPLEX MARARABA KEFFI ROAD
STANBIC IBTC BANK PLC,LAGOS,MARYLAND BRANCH,"10, Mobolaji Bank Anthony way, Mary land"
STANBIC IBTC BANK PLC,ADAMA,MAUTECH,"MODIBBO ADAMA UNIVERSITY OF TECHNOLOGY,MUBI ROAD, YOLA"
STANBIC IBTC BANK PLC,NIGER,MINNA,"BOSSO ROAD, BESIDE CENTRAL MOSQUE"
STANBIC IBTC BANK PLC,OYO,MOKOLA,"18B, Oyo Road, Mokola Ibadan"
STANBIC IBTC BANK PLC,LAGOS,MURITALA MOHAMMED AIRPORT,NAHCO complex off MMIA
STANBIC IBTC BANK PLC,LAGOS,MUSHIN,"103, LADIPO MUSHIN STREET"
STANBIC IBTC BANK PLC,EDO,NEW BENIN MINI,"136, UPPER MISSION ROAD NEW BENIN"
STANBIC IBTC BANK PLC,OYO,NEW GBAGI MINI,OLD IFE ROAD GBAGI
STANBIC IBTC BANK PLC,FCT ABUJA,NIGERIAN IMMIGRATION SERVICE,"NIGERIAN IMMIGRATION HEADQUARTERS, AIRPORT RD"
STANBIC IBTC BANK PLC,LAGOS,NIGERIAN PORTS AUTHORITY,"ACCOUNT BLOCK, NIGERIAN PORTS AUTHORITY"
STANBIC IBTC BANK PLC,NASSA,NYANYAN,"BOMMA PLAZA, ABUJA  KEFFI"
STANBIC IBTC BANK PLC,LAGOS,OBA AKRAN AVENUE,"20  OBA AKRAN AVENUE,IKEJA"
STANBIC IBTC BANK PLC,LAGOS,OGBA,"32, IJAIYE ROAD OGBA"
STANBIC IBTC BANK PLC,OYO,OGBOMOSHO,"Ogbomosho, Ilorin Road Ogbomosho Ogbomosho"
STANBIC IBTC BANK PLC,LAGOS,OGUDU,"54, OGUDU OJOTA ROAD"
STANBIC IBTC BANK PLC,KWARA,OJATUNTUN,171 ABDULAZEEZ ATTAH ROAD
STANBIC IBTC BANK PLC,LAGOS,OJODU,102 ISHERI ROAD OJODU BERGER
STANBIC IBTC BANK PLC,LAGOS,OJUWOYE MINI,"214, AGEGE MOTOR ROAD MUSHIN"
STANBIC IBTC BANK PLC,LAGOS,OKE ARIN MINI,"120, ALAKORO STREET OKE ARIN"
STANBIC IBTC BANK PLC,LAGOS,OKO OBA MINI,"327 old Abeokuta road  oko oba , Lagos"
STANBIC IBTC BANK PLC,LAGOS,OKOTA,1 ALHAJI ADENEKAN STREET
STANBIC IBTC BANK PLC,RIVER,OLU OBASANJO P/H,"58,OLUOBASANJO ROAD"
STANBIC IBTC BANK PLC,ONDO,ONDO,"62, Yaba Road, Ondo Ondo"
STANBIC IBTC BANK PLC,ANAMB,ONITSHA,"13, BRIGHT STREET"
STANBIC IBTC BANK PLC,ANAMB,ONITSHA MINI,"56, PORT HARCOURT ROAD, ONITSHA,"
STANBIC IBTC BANK PLC,LAGOS,ORILE COKER,104 MARKET STREET
STANBIC IBTC BANK PLC,LAGOS,OSHODI,PLOT 14 A OSHODI -APAPA EXPRESSWAY
STANBIC IBTC BANK PLC,OSUN,OSHOGBO,201 GBOGAN - IBADAN ROAD OSHOGBO
STANBIC IBTC BANK PLC,LAGOS,OSOLO,61 OSOLO WAY ASCON FILLING
STANBIC IBTC BANK PLC,BENUE,OTUKPO,"ENUGU - MAKURDI ROAD, OTUKPO BRANCH"
STANBIC IBTC BANK PLC,IMO,OWERRI,"NO. 81, OKIGWE ROAD"
STANBIC IBTC BANK PLC,RIVER,OYIGBO,ABA  PORT HARCOURT ROAD
STANBIC IBTC BANK PLC,LAGOS,OYINGBO MINI,"7, COATES STREET, OYINGBO, EBUTE-METTA,"
STANBIC IBTC BANK PLC,OYO,OYO,OYO-OGBOMOSO ROAD OYO TOWN OYO
STANBIC IBTC BANK PLC,RIVER,P/H AIRPORT,PORT HARCOURT AIR PORT
STANBIC IBTC BANK PLC,ENUGU,POLO MALL,"SHOP 56, POLO PARK MALL, ENUGU,"
STANBIC IBTC BANK PLC,RIVER,PORT HARCOURT SERVICE CENTRE,"133A OLU OBASANJO ROAD, GRA"
STANBIC IBTC BANK PLC,OYO,RING ROAD,"1B, MOSHOOD ABIOLA WAY RING ROAD, IBADAN"
STANBIC IBTC BANK PLC,KADUNA,SABON GARI - ZARIA,"7A, Sabon Gari Market Road Sabon Gari Zaria"
STANBIC IBTC BANK PLC,KANO,SABON GARI-KANO,"1, Galadima Road Sabon Gari-Kano Kano"
STANBIC IBTC BANK PLC,KADUNA,SABON TASHA,"32, Kachia Road, Sabon Tasha Kaduna"
STANBIC IBTC BANK PLC,OYO,SAKI,"Ilesha-Ibaruba Road,Opp. Saki West LocalGovt."
STANBIC IBTC BANK PLC,KADUNA,SAMARU,"2, SOKOTO ROAD SAMARU, ZARIA KADUNA"
STANBIC IBTC BANK PLC,OGUN,SANGO-OTTA,"101, IDI IROKO OTTA ROAD, OGUN STATE"
STANBIC IBTC BANK PLC,OGUN,SANGO-OTTA 2,"KM 38, ABEOKUTA EXPRESWAY"
STANBIC IBTC BANK PLC,EDO,SAPELE ROAD,"131A, SAPELE ROAD,"
STANBIC IBTC BANK PLC,OGUN,SAPON MINI,"2A, LANTORO ROAD ISALE AKE"
STANBIC IBTC BANK PLC,LAGOS,SATELLITE,"389, OLD OJO ROAD"
STANBIC IBTC BANK PLC,OGUN,SHAGAMU,"167, AKARIGO ROAD SHAGAMU"
STANBIC IBTC BANK PLC,KANO,SHAUCHI,"1 Rimi Quarters, Umma Bayero Road Kano"
STANBIC IBTC BANK PLC,LAGOS,SHOMOLU,"22, Market Street Shomolu Lagos"
STANBIC IBTC BANK PLC,SOKOTO,SOKOTO,"8, MAIDUGURI ROAD P.M.B 2375"
STANBIC IBTC BANK PLC,NIGER,SULEJA,"Minna Road,Opposite Force A Division,Suleja"
STANBIC IBTC BANK PLC,LAGOS,SURULERE,84 ADENIRAN OGUNSANYA STREET
STANBIC IBTC BANK PLC,LAGOS,TEJUOSHO,"77, OJUELEGBA ROAD, YABA LAGOS"
STANBIC IBTC BANK PLC,FCT ABUJA,TOWER MALL,"SHOP 10, GRAND TOWER. ABUJA MALL, APO, ABUJA"
STANBIC IBTC BANK PLC,LAGOS,TOYIN STREET,"36A,TOYIN STREET,IKEJA P.M.B.21778,IKEJA"
STANBIC IBTC BANK PLC,LAGOS,TRADE FAIR,OBASANJO HALL/HALL 2 ASPAMDA PLAZA
STANBIC IBTC BANK PLC,RIVER,TRANS AMADI - P/H,"7, TRANS-AMADI ROAD"
STANBIC IBTC BANK PLC,RIVER,TRANS AMADI 2 BRANCH,"87, TRANS AMADI"
STANBIC IBTC BANK PLC,OYO,UI ROAD,"SAYORA BUILDING, UI ROAD OPP UI SECOND GATE"
STANBIC IBTC BANK PLC,ABIA,UMUAHIA,"2 Market Road by Library Avenue, Umuahia"
STANBIC IBTC BANK PLC,EDO,UNIBEN,"UNIVERSITY OF BENIN, UGBOWO CAMPUS, BENIN, ED"
STANBIC IBTC BANK PLC,FCT ABUJA,UTAKO BRANCH,"PLOT 37, EKUKINAM STREET, UTAKO ABUJA."
STANBIC IBTC BANK PLC,AKWAI,UYO BRANCH,65B NWANIBA ROAD
STANBIC IBTC BANK PLC,LAGOS,"WAREHOUSE ROAD, APAPA","10/12,WAREHOUSE ROAD"
STANBIC IBTC BANK PLC,DELTA,WARRI,"98, EFFURUN-SAPELE ROAD"
STANBIC IBTC BANK PLC,CROSS,WHATT MINI,"54, BEDWELL STREET, CALABAR"
STANBIC IBTC BANK PLC,FCT ABUJA,WUSE 2,"PLOT 1387 AMINU KANO CRESCENT, WUSE II, ABUJA"
STANBIC IBTC BANK PLC,BAYEL,yenagoa,"623, MBIAMA-yenagoa ROAD, yenagoa"
STANBIC IBTC BANK PLC,LAGOS,"YINKA FOLAWIYO PLAZA, APAPA","38, WAREHOUSE ROAD, FOLAWIYO PLAZA"
STANBIC IBTC BANK PLC,ADAMA,YOLA,"1, MUHAMMED MUSTAPHA WAY,JIMETA"
STANBIC IBTC BANK PLC,KADUNA,ZARIA,"4, PARK ROAD"
STANBIC IBTC BANK PLC,KADUNA,ZARIA CITY MINI,"90, ANGUNWA MALLAM SULE, BAKIN KASUWA"
STANDARD CHARTERED BANK PLC,Lagos,Ahmadu Bello,"No. 142, Ahmadu Bello Way, Victoria Island, Lagos (Head Office)"
STANDARD CHARTERED BANK PLC,Lagos,Ajose Adeogun,"Plot 275, Ajose Adeogun, Victoria Island, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Apapa,"No. 40, Warehouse Road, Apapa, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Aromire,"No. 30, Aromire Street, Ikeja, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Broad Street,"No. 138/146, Broad Street, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Sanusi Fafunwa,"Plot 1681 Sanusi Fafunwa Street, Victoria Island, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Ikota,"Shops K23 - 26, 41 & 42 Ikota Shopping Complex, 1/F Beside VGC, Lekki-Epe Expressway, Lagos."
STANDARD CHARTERED BANK PLC,Lagos,Awolowo Road,"No.184, Awolowo Road, Ikoyi, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Ilupeju,"No. 56, Town Planning way, Ilupeju, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Ikeja GRA,"No. 47, Isaac John Street, GRA Ikeja, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Lekki Phase 1 ,"Plot 24b Block 94, Lekki Peninsula Scheme 1, Lekki-Epe Expressway, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,New Leisure Mall,"Leisure Mall, 97/99 Adeniran Ogunsanya Street, Surulere, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Airport Road,"No. 53, Murtala Mohammed International Airport Road, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Shell Implant (Marina),"21/22 Marina, Lagos Island, Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Novare Mall,"Novare Lekki Mall, Monastery Road, Lekki-Epe Expressway, Sangotedo, Lekki-Ajah Lagos"
STANDARD CHARTERED BANK PLC,Lagos,Maryland Shopping Mall,"350 – 360, Ikorodu Road, Anthony, Lagos"
STANDARD CHARTERED BANK PLC,FCT ABUJA,Wuse II,"Plot 374, Adetokunbo Ademola, Wuse II, Abuja"
STANDARD CHARTERED BANK PLC,FCT ABUJA,Garkii,"B1-Tswanya Centre, Plot 1517, Mohammadu Buhari Way, Garki Ii, Abuja"
STANDARD CHARTERED BANK PLC,FCT ABUJA,Nigeria National Petroleum Company,"NNPC Towers, Herbert Macaulay Way, Central Business District, Abuja."
STANDARD CHARTERED BANK PLC,FCT ABUJA,Maitama,"No 1, Zambezi Crescent, Plot 1405 Cadastral Zone, A05 Aguiyi Ironsi Road, Abuja"
STANDARD CHARTERED BANK PLC,RIVERS,Aba Road,"143, Aba road, Port-Harcourt, Rivers"
STANDARD CHARTERED BANK PLC,RIVERS,Trans Amadi,"Plot 7, Trans-Amadi Industrial Layout, Port-Harcourt, Rivers"
STERLING BANK PLC,Lagos,Lagos 45,"96, IKORODU ROAD, FADEYI, Lagos"
STERLING BANK PLC,Lagos,RICHBAM PETROL,"82/84 IDI OLUGBIN STR, PEDRO BARIGA Lagos Lagos"
STERLING BANK PLC,Ogun,GATEWAY OTA,"KM 5, ONIPANU BUS-STOP, OTA Ogun Ogun"
STERLING BANK PLC,Lagos,MATORI,26 FATAI ATERE WAY MATORI INDUSTRIAL ESTATE Lagos Lagos 23401
STERLING BANK PLC,Lagos,RICHBAM ITIRE,"207/209, Itire Road, off Lawanson Road, Surulere, Lagos Lagos Lagos"
STERLING BANK PLC,Lagos,CONOIL CELE,"Conoil Filling station, Cele bustop, Apapa Oshodi express way, Lagos Lagos Lagos"
STERLING BANK PLC,LAGOS,OGUDU,"28,OGUDU ROAD, OJOTA, LAGOS. LAGOS LAGOS"
STERLING BANK PLC,LAGOS,Lagos 46,"28,OGUDU ROAD, OJOTA, LAGOS."
STERLING BANK PLC,Lagos,RITE FOODS,"RITE FOODS FACTORY, OSOSA Lagos Lagos"
STERLING BANK PLC,Lagos,NPF POLICE COLLEGE IKEJA,"NPF, IKEJA, ALONG IKEJA GENERAL HOSPITAL Lagos Lagos"
STERLING BANK PLC,Lagos,DEMURIN,"131/133, Demurin Street, Ketu Lagos Lagos"
STERLING BANK PLC,Lagos,DOLPHIN ESTATE,"DOLPHIN ESTATE, IKOYI Lagos Lagos"
STERLING BANK PLC,Lagos,PARALLEX OREGUN- KUDIRAT ABIOLA,"51/53, KUDIRAT ABIOLA WAY OREGUN, LAGOS Lagos Lagos"
STERLING BANK PLC,Lagos,PARALLEX OLOWU,"56 OLOWO STREET, IKEJA LAGOS Lagos Lagos"
STERLING BANK PLC,Lagos,"CONOIL STATION,","OPP. GENERAL HOSPITAL (LASUTH), GRA IKEJA, Lagos"
STERLING BANK PLC,LAGOS,Lagos 50,"548, IKORODU ROAD, KETU, LAGOS"
STERLING BANK PLC,Lagos,KETU,"548, IKORODU ROAD, KETU, LAGOS Lagos Lagos"
STERLING BANK PLC,Lagos,NPF HQ OBALENDE,"1, Ikoyi Road Obalende, Lagos Lagos Lagos"
STERLING BANK PLC,Lagos,PARALLEX OREGUN- LOVEWORLD,LOVEWORLD CONVOCATION OREGUN LAGOS Lagos Lagos
STERLING BANK PLC,Lagos,Lagos 17,"114, Awolowo Road, Ikoyi Ikoyi Lagos"
STERLING BANK PLC,Lagos,MRS AKUTE,"40, Ogunlowo Junction, Alagbole Road, Akute, Lagos Lagos Lagos"
STERLING BANK PLC,Lagos,MIN. OF FINANCE ALAUSA,"MINISTRY OF FINANCE, ALAUSA, IKEJA Lagos Lagos"
STERLING BANK PLC,Lagos,"IKORODU ROAD, OWODE MARKET, OWODE ONIRIN",OWODE ONIRIN Lagos Lagos
STERLING BANK PLC,Ibadan,Oyo I,"3, Obafemi Awolowo Way, Dugbe Oyo Ibadan"
STERLING BANK PLC,Lagos,WHARF ROAD BRANCH,MIKE ADENUGA BUILDING WHARF ROAD APAPA Lagos Lagos
STERLING BANK PLC,Lagos,"ADEOLA ODEKU, Lagos","Plot 300, Adeola Odeku Street, Victoria Island Victoria Island Lagos"
STERLING BANK PLC,Lagos,Lagos 20,"42, Adeola Hopewell Street, Victoria Island Victoria Island Lagos"
STERLING BANK PLC,Lagos,GLO CALLCENTRE,"GLO CALL CENTRE, AHMADU BELLO WAY, VICTORIA ISLAND, LAGOS Lagos Lagos"
STERLING BANK PLC,Lagos,"LEKKI , Lagos","Agungi Bus Stop, Bakky Plaza, Lekki Lekki Lagos"
STERLING BANK PLC,Lagos,ADMIRALTY,"PLOT 2, ADMIRALTY WAY, LEKKI Lagos Lagos"
STERLING BANK PLC,Lagos,LENNOX MALL,"Admirality Way/ Layi Yusuf crescent, Lekki Phase 1 Lagos Lagos"
STERLING BANK PLC,Lagos,FOLA OSIBO,"34, FOLA OSIBO, PHASE 1, LEKKI LAGOS Lagos Lagos"
STERLING BANK PLC,Lagos,GRAVITAS,"17, EMMA ABIMBOLA COLE STREET, LEKKI, LAGOS Lagos Lagos"
STERLING BANK PLC,Lagos,SILVER FOX,"Silverfox Mirage, Oniru Junction, Opposite Central Mosque, Lagos Lagos Lagos"
STERLING BANK PLC,LAGOS,Lagos 48,"43, LAGOS ROAD, IKORODU, IKORODU, LAGOS."
STERLING BANK PLC,Lagos,FRIENDS COLONY,"FRIENDS COLONEY ESTATE, BY CHEVRON DRIVE, OFF LEKKI-EPE EXPRESS WAY, LEKKI LAGOS Lagos Lagos"
STERLING BANK PLC,Lagos,IKORODU Cash Centre,IGBOGBO Lagos Lagos
STERLING BANK PLC,LAGOS,Lagos 49,"27, OBAFEMI AWOLOWO WAY IGBOGBO, LAGOS."
STERLING BANK PLC,Lagos,NORTHERN FORESHORE,"NORTHERN FORESHORE EST, BY CHEVRON DRIVE, OFF LEKKI-EPE EXPRESS WAY, LEKKI Lagos Lagos"
STERLING BANK PLC,Lagos,ORCHID,"PLOT3, DREAMWORLD AFRICANA WAY, ONIGBOGBO LAYOUT, LEKKI-EPE EXPRESSWAY Lagos Lagos"
STERLING BANK PLC,Lagos,IKOTA SHOPPING COMPLEX,"SHOP 14/15 BLK F, IKOTA SHOPPING COMPLEX, AJAH Lagos Lagos"
STERLING BANK PLC,Lagos,ALABA MAIN,"6,ALABA INTERNATIONAL, ROAD Lagos Lagos"
STERLING BANK PLC,Lagos,Lagos 14,"26, Langbasa Road, Ajah Ajah Lagos"
STERLING BANK PLC,Ogun,OGIJO,"1 BISHOP CLOSE, OPP NNPC FILLING STATION, OGIJO, OGUN STATE Ogijo Ogun State"
STERLING BANK PLC,Lagos,OGIJO ATM,"OGIJO GARAGE, OGIJO, LAGOS SWNG Lagos Lagos"
STERLING BANK PLC,Ogun,OTA,"64, IDIROKO RD OTA, OGUN STATE Ota Ogun"
STERLING BANK PLC,Lagos,Lagos 15,"Awoyaya, Beside Gommek Petrol Station, Awoyaya Awoyaga Lagos"
STERLING BANK PLC,Ogun,GATEWAY MOWE,"GATEWAY MORTGAGE BANK, MOWE Ogun Ogun"
STERLING BANK PLC,Ogun,GATEWAY SPORT CLUB,"Abeokuta Sport Club, GRA, Ibara, Abeokuta Abeokuta Ogun"
STERLING BANK PLC,Ogun,FMC ABEOKUTA,"FEDERAL MEDICAL CENTRE, IDI ABA ABEOKUTA Abeokuta Ogun"
STERLING BANK PLC,Ogun,GATEWAY ABEOKUTA,"GATEWAY MFB, ABEOKUTA Abeokuta Ogun"
STERLING BANK PLC,Ogun,Ogun I,"Abeokuta Sports Club (Btw Big Treat & Sweet Sensation), Opic Roundabout, Oke-Ilewo, Abeokuta Abeokuta Ogun State"
STERLING BANK PLC,Lagos,GENERAL SUPERMARKET,"General supermarket, Asipa Lagos Lagos"
STERLING BANK PLC,Oyo,Oyo VIII,"97, Lagos Road, Challenge, Ibadan Oyo Ibadan"
STERLING BANK PLC,Oyo,Oyo III,"529, Old Abeokuta Road, Apata Gangan-Ibadan Oyo Ibadan"
STERLING BANK PLC,Oyo,Oyo VII,"2, Ososami Road, Oke-Ado, Ibadan Oyo Ibadan"
STERLING BANK PLC,Oyo,JERICHO,"1, MAGAZINE ROAD, JERICHO, IBADAN Ibadan Oyo"
STERLING BANK PLC,Oyo,"108 Adekunle Fajuyi Way, Adamasigba, Ibadan",nil Ibadan Oyo
STERLING BANK PLC,Oyo,"Ritehealth supermarket, ologuneru,ibadan",nil Ibadan Oyo
STERLING BANK PLC,Oyo,Oyo IV,"Oyo State Government Secretariat Complex, Ibadan Oyo Ibadan"
STERLING BANK PLC,Oyo,BCOS,"Bcos, orile-akede,bashorun,ibadan Ibadan Oyo"
STERLING BANK PLC,Oyo,COLONY BAR,"1, IJOKODO ROAD, APETE, IBADAN Ibadan Oyo"
STERLING BANK PLC,Oyo,General Gas,"GSF PLOT, BLOCK 1, PROPERTY DEVELOPMENT CORPORATION ESTATE, AKOBO. IBADAN Ibadan Oyo"
STERLING BANK PLC,Oyo,Oyo II,"49A, Iwo Road, Ibadan Oyo Ibadan"
STERLING BANK PLC,Osun,Osun I,"Bowen University, Iwo Iwo Osun"
STERLING BANK PLC,Osun,BOWEN UNIVERSITY,"BOWEN UNIVERSITY, IWO, OSUN STATE. Iwo Osun"
STERLING BANK PLC,Ondo,Ondo II,"82, Ondo Road, Ore Ore Ondo"
STERLING BANK PLC,Osun,FOUNTAIN UNIVERSITY,"FOUNTAIN UNIVERSITY, OSOGBO, OSUN Osogbo Osun"
STERLING BANK PLC,Osun,Osun II,"KM3, Ibadan-Gbongan Road, Oshogbo Oshogbo Osun"
STERLING BANK PLC,Ondo,Ondo I,"142, Oba Oyemekun Road, Akure Akure Ondo"
STERLING BANK PLC,Ondo,NPF AKURE,"142, OBA OYEMEKUN RD, , ONDO STATE Akure Ondo"
STERLING BANK PLC,Ekiti,COE IKERE,COLLEGE OF EDUCATION IKERE EKITI EKITI Ekiti
STERLING BANK PLC,Ekiti,ADO-EKITI,"BANK ROAD, BY NEW IYIN ROAD, ADO EKITI Ekiti Ado Ekiti"
STERLING BANK PLC,Kwara,HENRY GEORGE,"Adewole Roundabout, Adewole Estate, ILORIN Ilorin Kwara"
STERLING BANK PLC,Kwara,CANDIDATE HOTEL,"Candidate Hotel, beside RHEMA Chapel along University road, Tannke, Ilorin Ilorin Kwara"
STERLING BANK PLC,Edo,BADEN HOTEL,"SAPELE ROAD BENIN, BETWEEN SAWMILL AND ERIARA JUNCTIONS, EDO STATE Edo Edo"
STERLING BANK PLC,Delta,TORBLESS,"36 UBEJI ROAD, UBEJI, DELTA STATE Delta Delta"
STERLING BANK PLC,Delta,KOBAY,"KOBAY FILLING STATION, OFF EKPAN POLICE STATION, REFINERY ROAD, EKPAN, WARRI Warri Delta"
STERLING BANK PLC,Delta,PARALLEX MFB WARRI,"OPPOSITE MULTI-LINE PARK, EFFURUN SAPELE ROAD, WARRI, DELTA STATE Warri Delta"
STERLING BANK PLC,Bayelsa,TORO ORUA CASH CENTER,"TORO ORUA, SAGBAMA Yenogoa Bayelsa"
STERLING BANK PLC,Anambra,Anambra II,"45 UGA STREET, FEGGE BRIDGEHEAD ONITSHA Onitsha Anambra"
STERLING BANK PLC,Anambra,ROSEVINE,"57, FEDERAL HOUSING ESTATE, ONITSHA Onitsha Anambra"
STERLING BANK PLC,Anambra,BISHOP BITE,"84/85, Oraefite Street, Awada, Onitsha, Anambra Onitsha Anambra"
STERLING BANK PLC,Anambra,DESTINY FAST FOOD,"UNIZIK BACK GATE, IFITE,ANAMBRA Anambra Anambra"
STERLING BANK PLC,Anambra,PALL FAST FOOD,"UNIZIK B/STOP, UNIZIK JUNCTION,AWKA Awka Anambra"
STERLING BANK PLC,Imo,IDEALSUITE HOTEL,"IDEAL SUITES AND HOTELS, WORLD BANK ESTATE NEW OWERRI Owerri Imo"
STERLING BANK PLC,Imo,DE RANGE HOTEL,"PLOT 3, GENERAL HOSPITAL ROAD, OFF PORTHARCOURT ROAD, OWERRI Owerri Imo"
STERLING BANK PLC,Imo,"WETHERAL ROAD, OWERRI","PLOT 24 WETHERAL ROAD, OWERRI Owerri Imo"
STERLING BANK PLC,Rivers,Rivers VIII,"2A, Agunma Street, Port-Harcourt Port-Harcourt Port-Harcourt"
STERLING BANK PLC,Rivers,Rivers VI,"204, Kalagbor Street, Rumuola, Port-Harcourt Port-Harcourt Port-Harcourt"
STERLING BANK PLC,Enugu,POSH,"100, CHIME AVENUE, NEW HAVEN,ENUGU Enugu Enugu"
STERLING BANK PLC,Abia,UMUAHIA,"2, LIBRARY AVENUE, OPPOSITE MICHELA OKPARA AUDITORIUM, UMUAHIA UMUAHIA Abia"
STERLING BANK PLC,Abia,ARIARIA BRANCH,"ARIARIA MARKET, ABA Aba Abia"
STERLING BANK PLC,Abia,CEMETERY BRANCH,"CEMETERY ROAD, ABA Aba Abia"
STERLING BANK PLC,Abia,EKEOHA BRANCH,"KG 18, 19, 20 & 21 (UP) Ekeoha Shopping Centre, Aba Aba Abia"
STERLING BANK PLC,Abia,CS PARK ATM,"CS PARK, 148/166, MARKET ROAD, ABA Aba Abia"
STERLING BANK PLC,Abia,OHAFIA UMUAHIA,"122, AROCHUKWU ROAD, OHAFIA, ABIA Abia Abia"
STERLING BANK PLC,Akwa Ibom,ORON ROAD BRANCH,"52,ORON ROAD, UYO Uyo Akwa Ibom"
STERLING BANK PLC,FCT ABUJA,VIC PHRANC,"Plot 591, Cadastral Zone B08, Durumi District, Area 1 Garki, Abuja Abuja Abuja"
STERLING BANK PLC,Akwa Ibom,Akwa Ibom II,"Plot 16, Block 1, Abak Road Estate, Uyo Akwa Ibom Akwa Ibom"
STERLING BANK PLC,FCT ABUJA,"MUHAMMADU BUHARI WAY,CENTRAL BUSINESS DISTRICT,FCT,ABUJA",abiola street Oworonshoki Abuja Abuja 23401
STERLING BANK PLC,FCT ABUJA,NPF HQ ABUJA,"Police Head office, Loius edet House Abuja Abuja Abuja"
STERLING BANK PLC,FCT ABUJA,STATE HOUSE,"STATE HOUSE MEDICAL CENTRE, ASO ROCK, ABUJA Abuja Abuja"
STERLING BANK PLC,Benue,BENUE UNIVERSITY,"Benue State University Makurdi, Benue Benue Benue"
STERLING BANK PLC,Kaduna,NPF KADUNA,"NPF Kaduna- NPF Kaduna, Kabala, Kaduna Kaduna Kaduna"
STERLING BANK PLC,Kaduna,Kaduna III,"KM 16, KACHIA ROAD, KRPC STAFF CO-OPERATIVE COMMERCIAL PLAZA, KADUNA REFINERY, KADUNA. Kaduna Kaduna"
STERLING BANK PLC,Kaduna,BABALE NAABA COMPLEX KADUNA,"BABALE NAABA COMPLEX, K/BARCI KADUNA Kaduna Kaduna"
STERLING BANK PLC,Kaduna,KCOE,KADUNA STATE COLLEGE OF EDUCATION GIDAN WAYA VIA KAFANCHAN Kafanchan
STERLING BANK PLC,Kaduna,ABU CONGO,"ABU MFB CONGO CAMPUS, ZARIA Zaria Kaduna"
STERLING BANK PLC,Kaduna,ABU MFB ATM,"ABU MFB, ABU SAMARU CAMPUS, ZARIA Zaria Kaduna"
STERLING BANK PLC,Plateau,STEFFAN HOTEL,"MAI-ADIKO ROAD, OPP CHANNEL 1, RAYFIELD JOS, PLATEAU STATE. Jos Plateau"
STERLING BANK PLC,Sokoto,NPF SOKOTO,14 SANI ABACHA WAY SOKOTO Sokoto Sokoto
STERLING BANK PLC,Jigawa,NEW WORLD MFB,"1, Salihi road, opp. central mosque Birnin kudu. Jigawa State. Jigawa Jigawa"
STERLING BANK PLC,Yola,NPF YOLA,"28,ATIKU ABUBAKAR WAY, BESIDE SABRU HOUSE, JIMETA YOLA Yola Yola"
TITAN TRUST BANK NIGERIA LTD,Lagos,Lagos,"1680 Sanusi Fafunwa St, Victoria Island, Lagos"
UNION BANK OF NIGERIA PLC,Abia,"Factory Road, Aba","1 Factory Road Aba,Abia,Aba North"
UNION BANK OF NIGERIA PLC,Abia,Aba Main,"17 Port Harcourt Road Aba,Abia,Aba North"
UNION BANK OF NIGERIA PLC,Abia,Aba Market,"58 Azikiwe Road Aba,Abia,Ugwunagbo"
UNION BANK OF NIGERIA PLC,Abia,Ngwa Road Aba,"49a Ngwa Road Aba,Abia,Ngwa"
UNION BANK OF NIGERIA PLC,Abia,Umuocham,"121 Aba/Owerri Aba,Abia,Ossisioma"
UNION BANK OF NIGERIA PLC,Abia,Ohafia,"Mission Hill Elu Ohafia,Abia,Ohafia"
UNION BANK OF NIGERIA PLC,Abia,Umuahia,"10 Library Avenue Umuahia,Abia,Ngwa"
UNION BANK OF NIGERIA PLC,Abia,Umudike,"Main Gate, Nrcri Premises Umudike,Abia"
UNION BANK OF NIGERIA PLC,Abia,Ariaria,"228 Faulks Road Aba,Abia,Ngwa"
